"Module","Scenario","Region","Item","Variable","Year","Unit","Value"
"MARKET","res_2_1720cap_after_2023_ref","BL000000","RYEM","INHA","2020","[kg/p/d]",0.00119018333935251
"MARKET","res_2_1720cap_after_2023_ref","BL000000","BARL","INHA","2020","[kg/p/d]",0.037857864479997
"MARKET","res_2_1720cap_after_2023_ref","BL000000","OATS","INHA","2020","[kg/p/d]",7.84042290092428e-05
"MARKET","res_2_1720cap_after_2023_ref","BL000000","MAIZ","INHA","2020","[kg/p/d]",0.0004679483201448
"MARKET","res_2_1720cap_after_2023_ref","BL000000","OCER","INHA","2020","[kg/p/d]",0.0165925091039454
"MARKET","res_2_1720cap_after_2023_ref","BL000000","SOYA","INHA","2020","[kg/p/d]",0.000579318107446775
"MARKET","res_2_1720cap_after_2023_ref","BL000000","PULS","INHA","2020","[kg/p/d]",0.00606279316004172
"MARKET","res_2_1720cap_after_2023_ref","BL000000","POTA","INHA","2020","[kg/p/d]",0.0858434326607299
"MARKET","res_2_1720cap_after_2023_ref","BL000000","TOMA","INHA","2020","[kg/p/d]",0.0199633508760526
"MARKET","res_2_1720cap_after_2023_ref","BL000000","OVEG","INHA","2020","[kg/p/d]",0.079003229053566
"MARKET","res_2_1720cap_after_2023_ref","BL000000","APPL","INHA","2020","[kg/p/d]",0.00848857365731291
"MARKET","res_2_1720cap_after_2023_ref","BL000000","OFRU","INHA","2020","[kg/p/d]",0.00276289537320547
"MARKET","res_2_1720cap_after_2023_ref","BL000000","CITR","INHA","2020","[kg/p/d]",0.0935963239728655
"MARKET","res_2_1720cap_after_2023_ref","BL000000","TAGR","INHA","2020","[kg/p/d]",0.00443428778356629
"MARKET","res_2_1720cap_after_2023_ref","BL000000","TABO","INHA","2020","[kg/p/d]",0.000443602534752778
"MARKET","res_2_1720cap_after_2023_ref","BL000000","TWIN","INHA","2020","[kg/p/d]",0.0636777228799686
"MARKET","res_2_1720cap_after_2023_ref","BL000000","WHEA","INHA","2020","[kg/p/d]",0.120052473111548
"MARKET","res_2_1720cap_after_2023_ref","BL000000","BEEF","INHA","2020","[kg/p/d]",0.0189257140766982
"MARKET","res_2_1720cap_after_2023_ref","BL000000","PORK","INHA","2020","[kg/p/d]",0.0673703512957192
"MARKET","res_2_1720cap_after_2023_ref","BL000000","SGMT","INHA","2020","[kg/p/d]",0.00250474701415732
"MARKET","res_2_1720cap_after_2023_ref","BL000000","EGGS","INHA","2020","[kg/p/d]",0.0184267492809234
"MARKET","res_2_1720cap_after_2023_ref","BL000000","POUM","INHA","2020","[kg/p/d]",0.0180579891724634
"MARKET","res_2_1720cap_after_2023_ref","BL000000","WHEP","INHA","2020","[kg/p/d]",0.000925827839366711
"MARKET","res_2_1720cap_after_2023_ref","BL000000","WMIO","INHA","2020","[kg/p/d]",0.00451683714624998
"MARKET","res_2_1720cap_after_2023_ref","BL000000","BUTT","INHA","2020","[kg/p/d]",0.0148397303170414
"MARKET","res_2_1720cap_after_2023_ref","BL000000","SMIP","INHA","2020","[kg/p/d]",0.00731997288350432
"MARKET","res_2_1720cap_after_2023_ref","BL000000","CHES","INHA","2020","[kg/p/d]",0.035948169279464
"MARKET","res_2_1720cap_after_2023_ref","BL000000","FRMI","INHA","2020","[kg/p/d]",0.243241117698231
"MARKET","res_2_1720cap_after_2023_ref","BL000000","CREM","INHA","2020","[kg/p/d]",0.0389888222859567
"MARKET","res_2_1720cap_after_2023_ref","BL000000","COCM","INHA","2020","[kg/p/d]",0.0135934182078711
"MARKET","res_2_1720cap_after_2023_ref","BL000000","RICE","INHA","2020","[kg/p/d]",0.00235831448430689
"MARKET","res_2_1720cap_after_2023_ref","BL000000","SUGA","INHA","2020","[kg/p/d]",0.0886408273815343
"MARKET","res_2_1720cap_after_2023_ref","BL000000","RAPO","INHA","2020","[kg/p/d]",0.00260600177781823
"MARKET","res_2_1720cap_after_2023_ref","BL000000","SUNO","INHA","2020","[kg/p/d]",0.00417917888149559
"MARKET","res_2_1720cap_after_2023_ref","BL000000","SOYO","INHA","2020","[kg/p/d]",0.011576552874539
"MARKET","res_2_1720cap_after_2023_ref","BL000000","OLIO","INHA","2020","[kg/p/d]",0.00325006859179667
"MARKET","res_2_1720cap_after_2023_ref","BL000000","PLMO","INHA","2020","[kg/p/d]",0.00455412441071121
"MARKET","res_2_1720cap_after_2023_ref","BL000000","OTHO","INHA","2020","[kg/p/d]",0.0094753075383106
"MARKET","res_2_1720cap_after_2023_ref","BL000000","MILK","INHA","2020","[kg/p/d]",0.00891036089818919
"MARKET","res_2_1720cap_after_2023_ref","BL000000","COFF","INHA","2020","[kg/p/d]",0.0153342299629652
"MARKET","res_2_1720cap_after_2023_ref","BL000000","TEAS","INHA","2020","[kg/p/d]",0.00141741736670526
"MARKET","res_2_1720cap_after_2023_ref","BL000000","FFIS","INHA","2020","[kg/p/d]",0.015282469787169
"MARKET","res_2_1720cap_after_2023_ref","BL000000","SFIS","INHA","2020","[kg/p/d]",0.027224878742428
"MARKET","res_2_1720cap_after_2023_ref","BL000000","OAQU","INHA","2020","[kg/p/d]",0.00962382442758118
"MARKET","res_2_1720cap_after_2023_ref","SE000000","RYEM","INHA","2020","[kg/p/d]",0.00880769194045194
"MARKET","res_2_1720cap_after_2023_ref","SE000000","BARL","INHA","2020","[kg/p/d]",0.0527664150489148
"MARKET","res_2_1720cap_after_2023_ref","SE000000","OATS","INHA","2020","[kg/p/d]",0.00393476024753678
"MARKET","res_2_1720cap_after_2023_ref","SE000000","MAIZ","INHA","2020","[kg/p/d]",0.00222299329042103
"MARKET","res_2_1720cap_after_2023_ref","SE000000","OCER","INHA","2020","[kg/p/d]",0.000221828015642312
"MARKET","res_2_1720cap_after_2023_ref","SE000000","SOYA","INHA","2020","[kg/p/d]",0.000837633103966728
"MARKET","res_2_1720cap_after_2023_ref","SE000000","PULS","INHA","2020","[kg/p/d]",0.00189312424150936
"MARKET","res_2_1720cap_after_2023_ref","SE000000","POTA","INHA","2020","[kg/p/d]",0.0977034744676757
"MARKET","res_2_1720cap_after_2023_ref","SE000000","TOMA","INHA","2020","[kg/p/d]",0.0274471849320136
"MARKET","res_2_1720cap_after_2023_ref","SE000000","OVEG","INHA","2020","[kg/p/d]",0.0731431815075346
"MARKET","res_2_1720cap_after_2023_ref","SE000000","APPL","INHA","2020","[kg/p/d]",0.0151589969641803
"MARKET","res_2_1720cap_after_2023_ref","SE000000","OFRU","INHA","2020","[kg/p/d]",0.00109381918986533
"MARKET","res_2_1720cap_after_2023_ref","SE000000","CITR","INHA","2020","[kg/p/d]",0.102546846343282
"MARKET","res_2_1720cap_after_2023_ref","SE000000","TAGR","INHA","2020","[kg/p/d]",0.00561697876238085
"MARKET","res_2_1720cap_after_2023_ref","SE000000","TABO","INHA","2020","[kg/p/d]",0.000467143091248779
"MARKET","res_2_1720cap_after_2023_ref","SE000000","TWIN","INHA","2020","[kg/p/d]",0.0402481841793949
"MARKET","res_2_1720cap_after_2023_ref","SE000000","WHEA","INHA","2020","[kg/p/d]",0.0830354827622998
"MARKET","res_2_1720cap_after_2023_ref","SE000000","BEEF","INHA","2020","[kg/p/d]",0.0435890195693838
"MARKET","res_2_1720cap_after_2023_ref","SE000000","PORK","INHA","2020","[kg/p/d]",0.0616917715507743
"MARKET","res_2_1720cap_after_2023_ref","SE000000","SGMT","INHA","2020","[kg/p/d]",0.0030919237263367
"MARKET","res_2_1720cap_after_2023_ref","SE000000","EGGS","INHA","2020","[kg/p/d]",0.0339274891979599
"MARKET","res_2_1720cap_after_2023_ref","SE000000","POUM","INHA","2020","[kg/p/d]",0.0346064584041492
"MARKET","res_2_1720cap_after_2023_ref","SE000000","WHEP","INHA","2020","[kg/p/d]",7.67803880400288e-05
"MARKET","res_2_1720cap_after_2023_ref","SE000000","CASE","INHA","2020","[kg/p/d]",9.05278495949606e-05
"MARKET","res_2_1720cap_after_2023_ref","SE000000","WMIO","INHA","2020","[kg/p/d]",0.000903596520469141
"MARKET","res_2_1720cap_after_2023_ref","SE000000","BUTT","INHA","2020","[kg/p/d]",0.0164607687256543
"MARKET","res_2_1720cap_after_2023_ref","SE000000","SMIP","INHA","2020","[kg/p/d]",0.0029945823315406
"MARKET","res_2_1720cap_after_2023_ref","SE000000","CHES","INHA","2020","[kg/p/d]",0.0466251396303798
"MARKET","res_2_1720cap_after_2023_ref","SE000000","FRMI","INHA","2020","[kg/p/d]",0.225046779270667
"MARKET","res_2_1720cap_after_2023_ref","SE000000","CREM","INHA","2020","[kg/p/d]",0.0294832117079959
"MARKET","res_2_1720cap_after_2023_ref","SE000000","COCM","INHA","2020","[kg/p/d]",0.00323923158790226
"MARKET","res_2_1720cap_after_2023_ref","SE000000","RICE","INHA","2020","[kg/p/d]",0.00718409657173494
"MARKET","res_2_1720cap_after_2023_ref","SE000000","SUGA","INHA","2020","[kg/p/d]",0.0861731094093023
"MARKET","res_2_1720cap_after_2023_ref","SE000000","RAPO","INHA","2020","[kg/p/d]",0.00973299669122073
"MARKET","res_2_1720cap_after_2023_ref","SE000000","SUNO","INHA","2020","[kg/p/d]",0.00822645037968602
"MARKET","res_2_1720cap_after_2023_ref","SE000000","SOYO","INHA","2020","[kg/p/d]",0.00224278983949975
"MARKET","res_2_1720cap_after_2023_ref","SE000000","OLIO","INHA","2020","[kg/p/d]",0.00246278747058449
"MARKET","res_2_1720cap_after_2023_ref","SE000000","PLMO","INHA","2020","[kg/p/d]",0.0174616196467339
"MARKET","res_2_1720cap_after_2023_ref","SE000000","OTHO","INHA","2020","[kg/p/d]",0.00428345776706511
"MARKET","res_2_1720cap_after_2023_ref","SE000000","MILK","INHA","2020","[kg/p/d]",0.00120722595519544
"MARKET","res_2_1720cap_after_2023_ref","SE000000","COFF","INHA","2020","[kg/p/d]",0.0259170995416682
"MARKET","res_2_1720cap_after_2023_ref","SE000000","TEAS","INHA","2020","[kg/p/d]",0.00156401201590161
"MARKET","res_2_1720cap_after_2023_ref","SE000000","FFIS","INHA","2020","[kg/p/d]",0.0195179775812878
"MARKET","res_2_1720cap_after_2023_ref","SE000000","SFIS","INHA","2020","[kg/p/d]",0.0333278773385034
"MARKET","res_2_1720cap_after_2023_ref","SE000000","OAQU","INHA","2020","[kg/p/d]",0.0186343150411465
"MARKET","res_2_1720cap_after_2023_ref","DK000000","RYEM","INHA","2020","[kg/p/d]",0.0131119264264324
"MARKET","res_2_1720cap_after_2023_ref","DK000000","BARL","INHA","2020","[kg/p/d]",0.051384423344887
"MARKET","res_2_1720cap_after_2023_ref","DK000000","OATS","INHA","2020","[kg/p/d]",0.00673999849206281
"MARKET","res_2_1720cap_after_2023_ref","DK000000","OCER","INHA","2020","[kg/p/d]",0.000289966754948008
"MARKET","res_2_1720cap_after_2023_ref","DK000000","SOYA","INHA","2020","[kg/p/d]",0.00129470281508774
"MARKET","res_2_1720cap_after_2023_ref","DK000000","PULS","INHA","2020","[kg/p/d]",0.00157552564249312
"MARKET","res_2_1720cap_after_2023_ref","DK000000","POTA","INHA","2020","[kg/p/d]",0.0530648019490368
"MARKET","res_2_1720cap_after_2023_ref","DK000000","TOMA","INHA","2020","[kg/p/d]",0.0220545098466499
"MARKET","res_2_1720cap_after_2023_ref","DK000000","OVEG","INHA","2020","[kg/p/d]",0.0685557418981524
"MARKET","res_2_1720cap_after_2023_ref","DK000000","APPL","INHA","2020","[kg/p/d]",0.0312608113350872
"MARKET","res_2_1720cap_after_2023_ref","DK000000","OFRU","INHA","2020","[kg/p/d]",0.00315915911922825
"MARKET","res_2_1720cap_after_2023_ref","DK000000","CITR","INHA","2020","[kg/p/d]",0.0168691604896657
"MARKET","res_2_1720cap_after_2023_ref","DK000000","TAGR","INHA","2020","[kg/p/d]",0.00219539541322645
"MARKET","res_2_1720cap_after_2023_ref","DK000000","TABO","INHA","2020","[kg/p/d]",0.000325465386770911
"MARKET","res_2_1720cap_after_2023_ref","DK000000","TWIN","INHA","2020","[kg/p/d]",0.0550562472955177
"MARKET","res_2_1720cap_after_2023_ref","DK000000","WHEA","INHA","2020","[kg/p/d]",0.0831679668106802
"MARKET","res_2_1720cap_after_2023_ref","DK000000","BEEF","INHA","2020","[kg/p/d]",0.0403301682245534
"MARKET","res_2_1720cap_after_2023_ref","DK000000","PORK","INHA","2020","[kg/p/d]",0.13500424023196
"MARKET","res_2_1720cap_after_2023_ref","DK000000","SGMT","INHA","2020","[kg/p/d]",0.00191396375342562
"MARKET","res_2_1720cap_after_2023_ref","DK000000","EGGS","INHA","2020","[kg/p/d]",0.0327307605513003
"MARKET","res_2_1720cap_after_2023_ref","DK000000","POUM","INHA","2020","[kg/p/d]",0.0570790504887891
"MARKET","res_2_1720cap_after_2023_ref","DK000000","WHEP","INHA","2020","[kg/p/d]",0.000348341661808742
"MARKET","res_2_1720cap_after_2023_ref","DK000000","CASE","INHA","2020","[kg/p/d]",0.0030355729464454
"MARKET","res_2_1720cap_after_2023_ref","DK000000","WMIO","INHA","2020","[kg/p/d]",0.00511640752799464
"MARKET","res_2_1720cap_after_2023_ref","DK000000","BUTT","INHA","2020","[kg/p/d]",0.0100069192798258
"MARKET","res_2_1720cap_after_2023_ref","DK000000","SMIP","INHA","2020","[kg/p/d]",0.00201594446788822
"MARKET","res_2_1720cap_after_2023_ref","DK000000","CHES","INHA","2020","[kg/p/d]",0.067561612738806
"MARKET","res_2_1720cap_after_2023_ref","DK000000","FRMI","INHA","2020","[kg/p/d]",0.3509057058727
"MARKET","res_2_1720cap_after_2023_ref","DK000000","CREM","INHA","2020","[kg/p/d]",0.0185273865372241
"MARKET","res_2_1720cap_after_2023_ref","DK000000","COCM","INHA","2020","[kg/p/d]",0.00682928289113121
"MARKET","res_2_1720cap_after_2023_ref","DK000000","RICE","INHA","2020","[kg/p/d]",0.000152797299352776
"MARKET","res_2_1720cap_after_2023_ref","DK000000","SUGA","INHA","2020","[kg/p/d]",0.0960435790552595
"MARKET","res_2_1720cap_after_2023_ref","DK000000","RAPO","INHA","2020","[kg/p/d]",0.00253892776494817
"MARKET","res_2_1720cap_after_2023_ref","DK000000","SUNO","INHA","2020","[kg/p/d]",0.00145026617191384
"MARKET","res_2_1720cap_after_2023_ref","DK000000","SOYO","INHA","2020","[kg/p/d]",0.00897802954693727
"MARKET","res_2_1720cap_after_2023_ref","DK000000","OLIO","INHA","2020","[kg/p/d]",0.000178019908719331
"MARKET","res_2_1720cap_after_2023_ref","DK000000","PLMO","INHA","2020","[kg/p/d]",0.000351158033355548
"MARKET","res_2_1720cap_after_2023_ref","DK000000","OTHO","INHA","2020","[kg/p/d]",0.00171658654835404
"MARKET","res_2_1720cap_after_2023_ref","DK000000","MILK","INHA","2020","[kg/p/d]",0.000523223050261392
"MARKET","res_2_1720cap_after_2023_ref","DK000000","COFF","INHA","2020","[kg/p/d]",0.0176593977031091
"MARKET","res_2_1720cap_after_2023_ref","DK000000","TEAS","INHA","2020","[kg/p/d]",0.00301318667339259
"MARKET","res_2_1720cap_after_2023_ref","DK000000","FFIS","INHA","2020","[kg/p/d]",0.00348987322764044
"MARKET","res_2_1720cap_after_2023_ref","DK000000","SFIS","INHA","2020","[kg/p/d]",0.0359570024440415
"MARKET","res_2_1720cap_after_2023_ref","DK000000","OAQU","INHA","2020","[kg/p/d]",0.0169701862914039
"MARKET","res_2_1720cap_after_2023_ref","DE000000","RYEM","INHA","2020","[kg/p/d]",0.00913613656414387
"MARKET","res_2_1720cap_after_2023_ref","DE000000","BARL","INHA","2020","[kg/p/d]",0.0711269076249119
"MARKET","res_2_1720cap_after_2023_ref","DE000000","OATS","INHA","2020","[kg/p/d]",0.00199437977616391
"MARKET","res_2_1720cap_after_2023_ref","DE000000","MAIZ","INHA","2020","[kg/p/d]",0.00418479053366563
"MARKET","res_2_1720cap_after_2023_ref","DE000000","OCER","INHA","2020","[kg/p/d]",0.000323078432994728
"MARKET","res_2_1720cap_after_2023_ref","DE000000","SUNF","INHA","2020","[kg/p/d]",0.00176849766748618
"MARKET","res_2_1720cap_after_2023_ref","DE000000","SOYA","INHA","2020","[kg/p/d]",0.00355213963648437
"MARKET","res_2_1720cap_after_2023_ref","DE000000","PULS","INHA","2020","[kg/p/d]",0.00384373509859568
"MARKET","res_2_1720cap_after_2023_ref","DE000000","POTA","INHA","2020","[kg/p/d]",0.0820804439006927
"MARKET","res_2_1720cap_after_2023_ref","DE000000","TOMA","INHA","2020","[kg/p/d]",0.0238848727512561
"MARKET","res_2_1720cap_after_2023_ref","DE000000","OVEG","INHA","2020","[kg/p/d]",0.0884008314052364
"MARKET","res_2_1720cap_after_2023_ref","DE000000","APPL","INHA","2020","[kg/p/d]",0.0151531677001746
"MARKET","res_2_1720cap_after_2023_ref","DE000000","OFRU","INHA","2020","[kg/p/d]",0.0027357184875844
"MARKET","res_2_1720cap_after_2023_ref","DE000000","CITR","INHA","2020","[kg/p/d]",0.0433439519993091
"MARKET","res_2_1720cap_after_2023_ref","DE000000","TAGR","INHA","2020","[kg/p/d]",0.00311532701914732
"MARKET","res_2_1720cap_after_2023_ref","DE000000","TABO","INHA","2020","[kg/p/d]",0.000442035630391939
"MARKET","res_2_1720cap_after_2023_ref","DE000000","TWIN","INHA","2020","[kg/p/d]",0.0509593605842637
"MARKET","res_2_1720cap_after_2023_ref","DE000000","WHEA","INHA","2020","[kg/p/d]",0.0949591715078059
"MARKET","res_2_1720cap_after_2023_ref","DE000000","BEEF","INHA","2020","[kg/p/d]",0.0261586418746222
"MARKET","res_2_1720cap_after_2023_ref","DE000000","PORK","INHA","2020","[kg/p/d]",0.0842590924337287
"MARKET","res_2_1720cap_after_2023_ref","DE000000","SGMT","INHA","2020","[kg/p/d]",0.00157168222457723
"MARKET","res_2_1720cap_after_2023_ref","DE000000","EGGS","INHA","2020","[kg/p/d]",0.0313933069816087
"MARKET","res_2_1720cap_after_2023_ref","DE000000","POUM","INHA","2020","[kg/p/d]",0.0369660310325978
"MARKET","res_2_1720cap_after_2023_ref","DE000000","WHEP","INHA","2020","[kg/p/d]",6.78715340440168e-05
"MARKET","res_2_1720cap_after_2023_ref","DE000000","CASE","INHA","2020","[kg/p/d]",0.000171599444794125
"MARKET","res_2_1720cap_after_2023_ref","DE000000","WMIO","INHA","2020","[kg/p/d]",0.00245453504493623
"MARKET","res_2_1720cap_after_2023_ref","DE000000","BUTT","INHA","2020","[kg/p/d]",0.0124503388196622
"MARKET","res_2_1720cap_after_2023_ref","DE000000","SMIP","INHA","2020","[kg/p/d]",0.00307435648710332
"MARKET","res_2_1720cap_after_2023_ref","DE000000","CHES","INHA","2020","[kg/p/d]",0.0562727775957004
"MARKET","res_2_1720cap_after_2023_ref","DE000000","FRMI","INHA","2020","[kg/p/d]",0.232087338657001
"MARKET","res_2_1720cap_after_2023_ref","DE000000","CREM","INHA","2020","[kg/p/d]",0.0146004636769298
"MARKET","res_2_1720cap_after_2023_ref","DE000000","COCM","INHA","2020","[kg/p/d]",0.00340175960646012
"MARKET","res_2_1720cap_after_2023_ref","DE000000","RICE","INHA","2020","[kg/p/d]",0.00469700110334507
"MARKET","res_2_1720cap_after_2023_ref","DE000000","SUGA","INHA","2020","[kg/p/d]",0.0965151403475304
"MARKET","res_2_1720cap_after_2023_ref","DE000000","RAPO","INHA","2020","[kg/p/d]",0.0019038867438125
"MARKET","res_2_1720cap_after_2023_ref","DE000000","SUNO","INHA","2020","[kg/p/d]",0.00848471688848429
"MARKET","res_2_1720cap_after_2023_ref","DE000000","SOYO","INHA","2020","[kg/p/d]",0.010149777075271
"MARKET","res_2_1720cap_after_2023_ref","DE000000","OLIO","INHA","2020","[kg/p/d]",0.00207351723886354
"MARKET","res_2_1720cap_after_2023_ref","DE000000","PLMO","INHA","2020","[kg/p/d]",0.00154639012892585
"MARKET","res_2_1720cap_after_2023_ref","DE000000","OTHO","INHA","2020","[kg/p/d]",0.0022859572769688
"MARKET","res_2_1720cap_after_2023_ref","DE000000","MILK","INHA","2020","[kg/p/d]",0.00618515329398941
"MARKET","res_2_1720cap_after_2023_ref","DE000000","COFF","INHA","2020","[kg/p/d]",0.0167394251047565
"MARKET","res_2_1720cap_after_2023_ref","DE000000","TEAS","INHA","2020","[kg/p/d]",0.000963301147896097
"MARKET","res_2_1720cap_after_2023_ref","DE000000","FFIS","INHA","2020","[kg/p/d]",0.00980513012390416
"MARKET","res_2_1720cap_after_2023_ref","DE000000","SFIS","INHA","2020","[kg/p/d]",0.0134873837359702
"MARKET","res_2_1720cap_after_2023_ref","DE000000","OAQU","INHA","2020","[kg/p/d]",0.00343195495148612
"MARKET","res_2_1720cap_after_2023_ref","EL000000","RYEM","INHA","2020","[kg/p/d]",0.000378311278511068
"MARKET","res_2_1720cap_after_2023_ref","EL000000","BARL","INHA","2020","[kg/p/d]",0.00937164499554038
"MARKET","res_2_1720cap_after_2023_ref","EL000000","OATS","INHA","2020","[kg/p/d]",0.000781758735068216
"MARKET","res_2_1720cap_after_2023_ref","EL000000","MAIZ","INHA","2020","[kg/p/d]",0.000318738199505877
"MARKET","res_2_1720cap_after_2023_ref","EL000000","OCER","INHA","2020","[kg/p/d]",0.0201773412726283
"MARKET","res_2_1720cap_after_2023_ref","EL000000","SUNF","INHA","2020","[kg/p/d]",0.00484328222091982
"MARKET","res_2_1720cap_after_2023_ref","EL000000","SOYA","INHA","2020","[kg/p/d]",5.83078437512032e-05
"MARKET","res_2_1720cap_after_2023_ref","EL000000","PULS","INHA","2020","[kg/p/d]",0.0120318667725518
"MARKET","res_2_1720cap_after_2023_ref","EL000000","POTA","INHA","2020","[kg/p/d]",0.093526888911414
"MARKET","res_2_1720cap_after_2023_ref","EL000000","TOMA","INHA","2020","[kg/p/d]",0.0457209219772569
"MARKET","res_2_1720cap_after_2023_ref","EL000000","OVEG","INHA","2020","[kg/p/d]",0.106668268791035
"MARKET","res_2_1720cap_after_2023_ref","EL000000","APPL","INHA","2020","[kg/p/d]",0.00418401971863454
"MARKET","res_2_1720cap_after_2023_ref","EL000000","OFRU","INHA","2020","[kg/p/d]",0.000108489690876128
"MARKET","res_2_1720cap_after_2023_ref","EL000000","CITR","INHA","2020","[kg/p/d]",0.0476152809590647
"MARKET","res_2_1720cap_after_2023_ref","EL000000","TAGR","INHA","2020","[kg/p/d]",0.0141080085295084
"MARKET","res_2_1720cap_after_2023_ref","EL000000","TABO","INHA","2020","[kg/p/d]",0.0172227144985141
"MARKET","res_2_1720cap_after_2023_ref","EL000000","TWIN","INHA","2020","[kg/p/d]",0.0578921136146572
"MARKET","res_2_1720cap_after_2023_ref","EL000000","WHEA","INHA","2020","[kg/p/d]",0.155740708406699
"MARKET","res_2_1720cap_after_2023_ref","EL000000","BEEF","INHA","2020","[kg/p/d]",0.0220305090033895
"MARKET","res_2_1720cap_after_2023_ref","EL000000","PORK","INHA","2020","[kg/p/d]",0.0442771008685969
"MARKET","res_2_1720cap_after_2023_ref","EL000000","SGMT","INHA","2020","[kg/p/d]",0.0140662602704818
"MARKET","res_2_1720cap_after_2023_ref","EL000000","EGGS","INHA","2020","[kg/p/d]",0.0209415495190229
"MARKET","res_2_1720cap_after_2023_ref","EL000000","POUM","INHA","2020","[kg/p/d]",0.0424759759148943
"MARKET","res_2_1720cap_after_2023_ref","EL000000","WHEP","INHA","2020","[kg/p/d]",3.76895368400111e-05
"MARKET","res_2_1720cap_after_2023_ref","EL000000","CASE","INHA","2020","[kg/p/d]",8.31073779774964e-05
"MARKET","res_2_1720cap_after_2023_ref","EL000000","WMIO","INHA","2020","[kg/p/d]",0.00345648289585411
"MARKET","res_2_1720cap_after_2023_ref","EL000000","BUTT","INHA","2020","[kg/p/d]",0.00137861802434096
"MARKET","res_2_1720cap_after_2023_ref","EL000000","SMIP","INHA","2020","[kg/p/d]",0.000529724351697105
"MARKET","res_2_1720cap_after_2023_ref","EL000000","CHES","INHA","2020","[kg/p/d]",0.0495327878212077
"MARKET","res_2_1720cap_after_2023_ref","EL000000","FRMI","INHA","2020","[kg/p/d]",0.10132972385669
"MARKET","res_2_1720cap_after_2023_ref","EL000000","CREM","INHA","2020","[kg/p/d]",0.00519145332616193
"MARKET","res_2_1720cap_after_2023_ref","EL000000","COCM","INHA","2020","[kg/p/d]",0.0240778360110289
"MARKET","res_2_1720cap_after_2023_ref","EL000000","RICE","INHA","2020","[kg/p/d]",0.00311851111236362
"MARKET","res_2_1720cap_after_2023_ref","EL000000","SUGA","INHA","2020","[kg/p/d]",0.0714092731669506
"MARKET","res_2_1720cap_after_2023_ref","EL000000","RAPO","INHA","2020","[kg/p/d]",9.70959160330746e-05
"MARKET","res_2_1720cap_after_2023_ref","EL000000","SUNO","INHA","2020","[kg/p/d]",0.0101630103931052
"MARKET","res_2_1720cap_after_2023_ref","EL000000","SOYO","INHA","2020","[kg/p/d]",0.00536899454466483
"MARKET","res_2_1720cap_after_2023_ref","EL000000","OLIO","INHA","2020","[kg/p/d]",0.00625100842388727
"MARKET","res_2_1720cap_after_2023_ref","EL000000","PLMO","INHA","2020","[kg/p/d]",0.000414840360385887
"MARKET","res_2_1720cap_after_2023_ref","EL000000","OTHO","INHA","2020","[kg/p/d]",0.0191210702816918
"MARKET","res_2_1720cap_after_2023_ref","EL000000","MILK","INHA","2020","[kg/p/d]",0.0747863509042003
"MARKET","res_2_1720cap_after_2023_ref","EL000000","COFF","INHA","2020","[kg/p/d]",0.0105642335350181
"MARKET","res_2_1720cap_after_2023_ref","EL000000","TEAS","INHA","2020","[kg/p/d]",0.00180125593707096
"MARKET","res_2_1720cap_after_2023_ref","EL000000","FFIS","INHA","2020","[kg/p/d]",0.0055412471979173
"MARKET","res_2_1720cap_after_2023_ref","EL000000","SFIS","INHA","2020","[kg/p/d]",0.0280778698111098
"MARKET","res_2_1720cap_after_2023_ref","EL000000","OAQU","INHA","2020","[kg/p/d]",0.0130608760481537
"MARKET","res_2_1720cap_after_2023_ref","ES000000","RYEM","INHA","2020","[kg/p/d]",0.000331964809717335
"MARKET","res_2_1720cap_after_2023_ref","ES000000","BARL","INHA","2020","[kg/p/d]",0.0198919613437161
"MARKET","res_2_1720cap_after_2023_ref","ES000000","OATS","INHA","2020","[kg/p/d]",0.000341601990259266
"MARKET","res_2_1720cap_after_2023_ref","ES000000","MAIZ","INHA","2020","[kg/p/d]",0.000433945373014364
"MARKET","res_2_1720cap_after_2023_ref","ES000000","OCER","INHA","2020","[kg/p/d]",8.78511594122267e-05
"MARKET","res_2_1720cap_after_2023_ref","ES000000","SUNF","INHA","2020","[kg/p/d]",0.00142980677915014
"MARKET","res_2_1720cap_after_2023_ref","ES000000","SOYA","INHA","2020","[kg/p/d]",0.000211550125972286
"MARKET","res_2_1720cap_after_2023_ref","ES000000","PULS","INHA","2020","[kg/p/d]",0.0176767003276193
"MARKET","res_2_1720cap_after_2023_ref","ES000000","POTA","INHA","2020","[kg/p/d]",0.0776034496970802
"MARKET","res_2_1720cap_after_2023_ref","ES000000","TOMA","INHA","2020","[kg/p/d]",0.0341496532854964
"MARKET","res_2_1720cap_after_2023_ref","ES000000","OVEG","INHA","2020","[kg/p/d]",0.0895614646836007
"MARKET","res_2_1720cap_after_2023_ref","ES000000","APPL","INHA","2020","[kg/p/d]",0.00790949751286133
"MARKET","res_2_1720cap_after_2023_ref","ES000000","OFRU","INHA","2020","[kg/p/d]",0.000135904604659388
"MARKET","res_2_1720cap_after_2023_ref","ES000000","CITR","INHA","2020","[kg/p/d]",0.0328202877585091
"MARKET","res_2_1720cap_after_2023_ref","ES000000","TAGR","INHA","2020","[kg/p/d]",0.00380115546920156
"MARKET","res_2_1720cap_after_2023_ref","ES000000","TABO","INHA","2020","[kg/p/d]",0.00477247237276052
"MARKET","res_2_1720cap_after_2023_ref","ES000000","TWIN","INHA","2020","[kg/p/d]",0.0450541954605409
